,Qtotal
319,272.6787492967319
320,279.01121412950664
321,160.14924150697408
322,133.47884287742252
323,111.99387440253494
324,36.94993045628351
325,9.928110096633823
326,3.24279327872757
327,6.0957147969838195
328,20.668718488259007
329,10.360093610523117
330,16.631663822635616
331,53.840887013216864
332,20.93210505242068
333,4.406488188956715
334,11.6784750242411
335,25.902222262494007
336,98.69853526878406
337,54.02298796973489
338,31.624626310339938
339,12.715369816804396
340,9.29396129076844
341,21.589451063143116
342,0.42096379832545217
343,0.22835202207833838
344,20.449272739896898
345,15.191080962875757
346,0.15256328610960815
347,0.1514410225643851
348,0.15032698954276646
349,25.496443400069623
350,5.217567946709646
351,0.14703387802245832
352,10.284841186128803
353,5.2143230949712205
354,35.62992401649144
355,0.14275500423830434
356,30.55837155662855
357,20.418440258124228
358,0.10763416367383652
359,0.13860065225199406
360,35.623692208034846
361,10.275457912413005
362,5.20500884732085
363,10.273456069608763
364,0.13357730319292763
365,5.20203913578853
366,30.548285984254047
367,60.96398443708834
368,5.0188100856704745
369,0.12873599804362057
370,0.12778900272752813
371,0.12684898594209662
372,0.12591587142889765
373,5.194434078719657
374,0.1240701989668336
375,20.400935293621465
376,0.06336735395791415
377,0.12135226030880308
378,30.53712625705937
379,40.67512903320334
380,0.06329666536947944
381,15.326154091402024
382,0.11695405656766497
383,5.1855381673433705
384,96.43468418052561
385,0.02538049737344933
386,10.252439431265838
387,35.59882635536582
388,25.459108332729038
389,5.18050751530829
390,0.11024605538581587
391,0.10943509640419519
392,0.1086300736583841
393,0.10783096915444246
394,0.10703776521827353
395,15.314583726854384
396,76.14713545271577
397,5.174137396004357
398,0.10392282266319605
399,5.1726028022074555
400,10.241288404458292
401,45.72664625509615
402,15.309231868991855
403,0.1001563168710877
404,0.09941955864548117
405,55.86257711007713
406,20.375740042776382
407,15.30557495871363
408,5.1659707588282515
409,0.09581626788759204
410,0.09511142205432169
411,0.09441176430100054
412,5.16316172676912
413,0.09302788764203526
414,25.43956579072627
415,5.1611087069077906
416,5.160434428247252
417,4.915340665424719
418,0.08965623578170284
419,0.08899671987006617
420,0.08834206177418523
421,40.643247756203905
422,15.213529464512595
423,0.08640680562527533
424,45.71077117681564
425,20.3629180093835
426,40.640069491473035
427,5.1533367003679675
428,0.08327513255921029
429,0.0826625579791165
430,0.08205447361078545
431,0.08145087209737085
432,0.08085172083751137
433,0.08025696198355325
434,0.07966658889811977
435,0.07908054420791535
436,0.07849882174643198
437,0.07792139009389021
438,25.394635058702733
439,4.487363170628641
440,-0.03267786982959013
441,0.07565377282860024
442,100.58490840260426
443,5.061736037140868
444,5.082982520041466
445,30.490118817086305
446,0.07291183230756111
447,35.50881570804306
448,10.164968612364998
449,0.07131459464465108
450,15.279123316631976
451,0.07026924639620401
452,50.45126132397867
453,122.75870951057838
454,192.36722254701442
455,305.7652205559101
456,261.43782464957644
457,253.36710292126554
458,135.99678460533127
459,143.2104029817264
460,231.93615008158426
461,347.74073585000474
462,416.83756055998725
463,513.0842030517765
464,562.2121410843464
465,581.2867152559988
466,694.2145475858362
467,621.147054143646
468,520.9185781011337
469,373.2685539094196
470,209.37651182238997
471,144.34444303137278
472,142.76144206354516
473,100.08446067538551
474,54.88689472959435
475,57.810919358092555
476,281.8697533805863
477,305.622207693248
478,306.67313489993273
479,331.58184409473006
480,391.9314458669884
481,467.4661637960581
482,545.93270881521
483,636.7349667599673
484,528.5039542085367
485,279.2423196564941
486,109.58752335114214
487,35.53228857155791
488,10.785081053899015
489,2.8496342201798877
490,8.345653974599456
491,34.92383225812334
492,115.66427796671167
493,87.14259710246246
494,48.41282388042041
495,18.917302123722436
496,5.28022702136448
497,-0.14455382027698604
498,-3.479844868618693
499,2.738244177741275
500,5.585126795714792
501,1.54838912515722
502,-2.381479743947391
503,-4.221669893875295
504,-4.106424794779668
505,69.35395592135069
506,58.1981393611764
507,30.36500683928864
508,9.511923857122534
509,-1.0255506803765693
510,-3.4791171790327517
511,95.58027543581798
512,78.81551936584019
513,46.84385710019532
514,19.891740640072104
515,2.520526471615094
516,2.1151315022220993
517,-3.8483079265031392
518,189.8833048243165
519,153.58410075576853
520,87.64758216500239
521,32.677214442076895
522,8.608193320721165
523,-0.13433634092557023
524,-3.6715857954092557
525,141.87244297995682
526,155.24877752135887
527,94.85928490224656
528,58.583665791872036
529,63.48303091702536
530,36.17709314445394
531,221.22424134206
532,209.5496692942715
533,172.93492914820916
534,102.25592881657391
535,210.35823413416364
536,175.3661315552936
537,116.36204349923047
538,126.85222915442984
539,220.91464552599734
540,151.93787047097322
541,120.88950137525168
542,75.6208777890051
543,38.69336968104458
544,10.34579566152113
545,16.488102875734533
546,152.5809589207533
547,204.34690973238708
548,137.24165232418235
549,199.170159370798
550,179.92928672057968
551,104.12253515934194
552,43.78635834531776
553,71.50322397018019
554,154.50422245231775
555,111.82162049972823
556,56.125962019060246
557,19.695085548887448
558,2.609161863935242
559,1.1174020421470248
560,11.85997669275626
561,9.185035540339575
562,1.0800978990921406
563,64.72187513210764
564,99.0155548259163
565,69.30295695037921
566,60.4621371041579
567,45.215197077416484
568,22.39008441919168
569,7.202653195144125
570,96.27490869906472
571,71.53591266282903
572,40.51610790180132
573,14.157748586144193
574,8.896303579787567
575,111.1482334514993
576,161.11782806069962
577,123.92445803263917
578,328.9286650332132
579,307.8419669340593
580,185.061172244397
581,80.83205111514368
582,26.606851566196582
583,5.535516636009254
584,75.96435964529081
585,99.27590555720334
586,62.82153119472024
587,30.317944927767602
588,8.732855549198286
589,1.1449960347006338
590,-0.8362121605613722
591,-2.211004580738278
592,-2.8923059931584034
593,-1.7310101432386136
594,-1.2315357790477643
595,8.32272912888839
596,25.355643806248427
597,478.9189134390759
598,492.5995780036254
599,318.99007809804766
600,145.55269327479897
601,52.05049761079686
602,14.936455840948508
603,3.1894092495184063
604,-0.07773452010562565
605,5.043971751652016
606,55.07000151069265
607,168.06257914698057
608,137.32043221919838
609,77.855017431462
610,31.000423009635337
611,10.010650639146508
612,3.0739539590560416
613,254.98262486133723
614,211.6818139646168
615,123.36943689833755
616,48.288629288064435
617,75.24111876433963
618,76.89371586880864
619,48.28974483306885
620,335.26472719934327
621,277.86449315482406
622,241.04586544407817
623,164.17428508141597
624,192.2183789154665
625,135.66161844740412
626,73.16728778433449
627,29.726086193232188
628,163.37273330260936
629,256.9161873949225
630,178.20291054348883
631,114.63206018920977
632,74.51805145745614
633,274.2122955417281
634,272.638208510224
635,178.43880610982407
636,81.69255877935821
637,42.625274443856384
638,114.29184190339268
639,97.8789640216026
640,117.33269328600255
641,436.1193554067303
642,486.4309566197543
643,313.03863355806425
644,276.1495953374539
645,219.4865634276972
646,128.81122133771422
647,57.53521451696995
648,20.451023323072743
649,6.214673780403641
650,1.7025918280619663
651,0.43612649916651036
652,0.11395101140321691
653,0.038080739907172825
654,35.6078697015811
655,29.196285704124175
656,111.97044885629552
657,84.63565159233428
658,47.68800203803527
659,18.785560197829263
660,203.39810125587897
661,504.4083776111025
662,387.75097924661225
663,211.6442716977365
664,83.04398252017572
665,36.42179475476234
666,33.96924254140526
667,117.06498207047366
668,107.54147486922278
669,66.65901055881847
670,94.00123059170045
671,34.82576650083472
672,28.12822742643769
673,36.23305466093387
674,30.611076805960998
675,86.23624166155419
676,15.230892681027903
677,0.013909286691639591
678,5.082593208439541
679,0.013052038537820982
680,15.221289376860149
681,237.6649728574513
682,490.4041611773487
683,536.1120667123067
684,359.81996894594096
685,187.55020504563566
686,58.48142689515961
687,44.19198739652492
688,4.574695990369594
689,1.1548381211979983
690,16.786569745346718
691,16.91549148184519
692,1.1040509193959631
693,0.44449763939850273
694,20.429586516762807
695,10.190244254955205
696,40.57736511426258
697,0.013922477976754406
698,0.011918045578894183
699,45.08004941547642
700,70.50071149833686
701,85.16456255955707
702,186.4277427890066
703,334.5829130133793
704,373.82683147374394
705,273.36736862840485
706,143.41566555143325
707,80.4851253412154
708,42.30540721335707
709,22.135251361864867
710,1.9415593698265172
711,0.5128506116779938
712,5.199605345635578
713,0.03485894109772965
714,0.01433377308700513
715,15.218985280176238
716,5.0793764686476806
717,0.009858947624182634
718,55.77367531791667
719,30.426381105677457
720,25.31508623860573
721,5.079016499121155
722,5.07894607162698
723,0.00943173837155011
724,10.148251247871409
725,0.009293485268081296
726,10.148114002397339
727,25.356379487719526
728,0.009089886597148461
729,34.239291231097596
730,25.747021982561204
731,8.268889777442302
732,6.3515106039587135
733,5.490503562559432
734,5.195121737393887
735,5.108374332802953
736,0.015908872501402892
737,0.010195462725134684
738,0.00881668894020833
739,0.00838082467077306
740,0.008319181121999685
741,5.077702431349106
742,35.49430834982454
743,50.702581377711745
744,35.49418820390661
745,0.008017663092884078
746,25.355180914144775
747,0.007900150612853724
748,40.56339759155726
749,30.42445101161691
750,0.007727074342744134
751,65.91044802435027
752,5.0770582520416205
753,0.007557805341535541
754,5.07694665573883
755,20.285224800230683
756,10.144321655724767
757,-0.010361350698657592
758,0.007283882950709444
759,5.0766747552735865
760,0.007177129227235497
761,5.076568779716738
762,5.010143007764215
763,10.145908787806889
764,60.840301584211616
765,15.11825427239374
766,5.076310551058611
767,0.006815604872961464
768,10.145654360141773
769,20.284493480823777
770,40.562221853119844
771,5.076061722070052
772,0.006568589609142793
773,0.00652028185797843
774,0.00647230079010091
775,0.006424694787140016
776,0.0063774357914488464
777,5.075774965694854
778,10.049501839907379
779,25.353459963123886
780,25.353414066818164
781,5.075590752651343
782,10.144989967191103
783,15.21438953674543
784,20.283789433404177
785,5.075411876983345
786,5.07536797620554
787,10.144768839810933
788,0.005836713154348002
789,0.005793765149605345
790,0.0057511555610326205
791,0.005708856600574681
792,0.005666840497109706
793,65.90840293373245
794,25.332685729004385
795,10.138530077053572
796,20.27510809794219
797,0.005461459237352267
798,0.005421297112195169
799,30.422048068979407
800,55.76923071254616
801,0.005302533521529403
802,0.005263529783174919
803,0.005224810335427628
804,20.2829641508648
805,5.074592660406506
806,-0.0620304148837275
807,0.0050727593413083865
808,35.49114654139465
809,9.049291381195177
810,4.038268152076524
811,-0.015826707695448708
812,30.415458906018415
813,-0.03758159031780952
814,-0.06732855919062651
815,5.069083162320659
816,-0.03774501155546398
817,0.004711699841367408
818,0.004677053185054544
819,5.0740871035876305
820,59.69301836001364
821,74.30567520794328
822,103.70538772525889
823,157.21260008534244
824,140.78221139251272
825,236.51034677368307
826,117.9514033259867
827,125.88837886537073
828,168.84578997725632
829,193.19095236940166
830,309.821690934547
831,270.3210433907174
832,141.20564875715291
833,114.2894411510924
834,16.036565295272986
835,8.698707865415171
836,0.28079546811238176
837,49.49319473933183
838,225.56348562997027
839,455.5680423787554
840,500.7065750282829
841,474.16079163640893
842,544.2212937749624
843,496.37019328552225
844,399.7555279842217
845,405.764840602463
846,434.1892467122962
847,497.909332125166
848,637.875033357857
849,701.3421773283188
850,504.6144056068964
851,237.13298268354114
852,85.56978030903137
853,49.083960621360596
854,26.013138314023674
855,13.732199714512502
856,13.10219194873351
857,14.3841771181719
858,7.670528886683339
859,3.8045070219085417
860,1.30892506259489
861,180.4205229121216
862,387.3776832323535
863,325.6594681146212
864,201.1362137905736
865,363.943460854337
866,278.9610509114743
867,175.41314249012004
868,76.27027175222966
869,26.763692214783394
870,131.51750154522864
871,152.94280789157142
872,96.38742194403633
873,42.830709251940576
874,55.29812647239989
875,180.08101051883736
876,133.20639973632112
877,72.63452554740294
878,33.08267908630745
879,8.246994105159235
880,0.09997360561323987
881,2.5538035231464837
882,24.693399588344924
883,22.256539982988464
884,120.42985662636474
885,88.52100385561388
886,66.51876950176722
887,66.34563720893588
888,36.64376026111993
889,164.31463941049685
890,120.44118778481649
891,212.89707123879168
892,139.80748951380224
893,72.852767628539
894,24.853353629444854
895,3.65738504553772
896,-2.918184067275899
897,61.20307923662114
898,49.671383962694236
899,28.949225484410093
900,23.744535734880657
901,9.573085986112684
902,2.7403788747011095
903,-2.8883052715832687
904,-4.64781067532045
905,8.36429714890911
906,29.821827064682708
907,16.92140594297436
908,7.398117453609782
909,0.34597957511062116
910,-4.219030106769424
911,-5.344295487698296
912,-5.591207903428507
913,-5.961238013659944
914,7.177603988951383
915,-0.9485687132225724
916,-3.1530604552322496
917,-5.471337620719703
918,-5.579795163285546
919,51.77263627044566
920,392.44305889408696
921,330.10434070669834
922,261.1050013794176
923,128.98571260119107
924,57.913227007774054
925,273.80078566371105
926,299.11906806668867
927,192.35217205835113
928,84.06542068550564
929,24.700057063732128
930,2.6644157282368894
931,-3.3181471386982575
932,1.3912903128441767
933,-0.831201310667619
934,46.21983881145766
935,32.94113324570401
936,107.34727931283089
937,72.84207682284202
938,53.277439666798244
939,71.0193027365784
940,44.20587928069012
941,28.55012213236915
942,15.02098570644899
943,10.770718748544457
944,53.95726674481202
945,48.28376289449749
946,267.1360766229811
947,306.81770867925934
948,262.5351790459534
949,170.41098858233394
950,89.91189555244246
951,34.55404143308994
952,158.9514486408421
953,277.9593863725887
954,213.20836679699937
955,111.30000286893731
956,42.31737400943446
957,124.18486653199804
958,214.3187442248501
959,262.9373866178106
960,168.4822052303808
961,81.44308787015552
962,72.89586238288372
963,40.62773405371333
964,20.06724655781732
965,7.081822666659255
966,1.0350545651587504
967,-0.6385193090862741
968,-3.1331111043211832
969,-1.2426387101081076
970,31.973811349378366
971,22.870664157588045
972,14.625339450355
973,435.06751160545736
974,379.46501817014456
975,323.35056289985437
976,215.76253055371473
977,111.18274271359094
978,164.66071310445636
979,110.52649702744435
980,60.709021959089924
981,23.707467848173714
982,31.316778006172413
983,19.67700706253509
984,11.01676044463718
985,13.135672009775696
986,6.14998184533435
987,117.23057623968245
988,220.81471862512723
989,192.28806415362214
990,108.68970164443546
991,281.3532118669055
992,221.19053878884026
993,161.06750203407003
994,79.96076056331279
995,33.56530550924005
996,11.58888742301328
997,27.179110115949918
998,139.01338952927378
999,108.02821628790305
1000,61.428904138943096
1001,24.161230439728985
1002,6.907777919526279
1003,25.918821582658722
1004,79.33562529960345
1005,81.36343171868525
1006,50.08310387830319
1007,23.0090528401551
1008,19.798324226902714
1009,59.46800591389028
1010,57.02016340839022
1011,34.85661962553692
1012,15.517783832717313
1013,5.42027072933871
1014,1.6232571448597901
1015,0.4381952011019345
1016,71.28822995578024
1017,80.75876193210208
1018,111.78729830196353
1019,96.70143583529354
1020,56.561811664035545
1021,35.48477311038101
1022,18.585475959599187
1023,7.761692720318907
1024,0.7304087679410352
1025,45.95034902728691
1026,114.26844505307521
1027,79.99197421145328
1028,48.7447730771722
1029,31.422559474414697
1030,32.36911048523903
1031,22.94470696673029
1032,21.828190378014128
1033,17.995877279932575
1034,32.70242516408934
1035,21.47950978533115
1036,210.3479106568052
1037,170.5404076355669
1038,97.78001644663327
1039,55.05427892117282
1040,53.80969735795054
1041,26.848415573404168
1042,14.901764602473937
1043,32.02126718531758
1044,0.47300234317566886
1045,25.474268422963064
1046,5.020449662222996
1047,0.0077347461970034975
1048,0.002413944181041789
1049,182.71798750932027
1050,187.94353627464545
1051,153.19635887230757
1052,139.9831180215849
1053,214.7069163801283
1054,377.93956656697304
1055,315.88663809986133
1056,247.4614762781215
1057,152.3102011670434
1058,72.66631605731341
1059,35.54214410914487
1060,88.12562520838179
1061,79.90767835731303
1062,74.91251435048517
1063,26.525374394041126
1064,12.398621685679586
1065,2.1645210113455975
1066,0.577149802066956
1067,0.14342492860511982
1068,0.03420386293491584
1069,15.216579862112614
1070,45.62635860979986
1071,0.0007223121830881295
1072,0.0007169967438359027
1073,68.73365333640005
1074,425.0372764214803
1075,453.57568325429054
1076,311.94973290350384
1077,193.254611337062
1078,101.93258805623606
1079,43.88167739180465
1080,13.757675105773718
1081,11.041318100928812
1082,0.21298520589608136
1083,0.04777971398271264
1084,0.005615292614892473
1085,0.0006513694394813997
1086,0.0006465709875344219
1087,70.97286405516685
1088,35.48674821519274
1089,4.971784948951353
1090,15.208961108155012
1091,-0.04231827281856825
1092,30.41728522237062
1093,0.0006140218694153813
1094,0.000609495712618448
1095,0.0006050024757157448
1096,0.0006005674026564295
1097,15.208929472614171
1098,10.042709465131965
1099,-0.014877195301675476
1100,10.139471987023246
1101,10.139467686282197
1102,0.0005745279139737624
1103,0.0005703149525015223
1104,0.0005661073083953633
1105,55.764450844616185
1106,25.347780031234244
1107,15.208887051244885
1108,0.0005496312320263852
1109,50.69499004417012
1110,50.69498604213244
1111,-0.04394503043366367
1112,50.69497810011149
1113,30.417196381921663
1114,10.139414717829052
1115,-0.028475765586897895
1116,0.0005181158173599452
1117,25.347736536301433
1118,50.69495495907787
1119,55.76439565713678
1120,25.187973884265173
1121,0.0004993319032457905
1122,10.139384555917939
1123,25.34771425114877
1124,0.0004883919126881705
1125,0.00048480676421498167
1126,15.208814581134304
1127,-0.0006638152091394897
1128,5.069918626619404
1129,0.00047070061731016436
1130,20.278245022260645
1131,5.0699082325429305
1132,5.06990482669521
1133,0.0004570012693130953
1134,15.1354489002986
1135,-0.045596665896653836
1136,0.00044698021399732505
1137,10.139332585770735
1138,35.48655154862584
1139,0.0004372019363483052
1140,15.208767323305057
1141,30.417097468113816
1142,35.486538721815194
1143,0.00042446854358081285
1144,0.0004213493096443613
1145,5.069862697278064
1146,30.417081845614764
1147,104.20038729219137
1148,33.05888056668137
1149,24.386572498854118
1150,12.778488133133084
1151,7.566043376338843
1152,20.98642019444912
1153,0.1701867710890863
1154,0.044832296513035504
1155,0.01062010604685395
1156,0.0026483880690286858
1157,15.20871611836332
1158,25.347602191834092
1159,5.030984485320101
1160,-0.010976115065844094
1161,0.0003716458928139293
1162,0.0003689116653606431
1163,0.0003661973636728737
1164,0.00036350284117474653
1165,5.069805272396814
1166,45.625358172552836
1167,55.10075245385072
1168,-0.11770534501936523
1169,30.401748786420722
1170,25.048874173005697
1171,9.455428386133333
1172,0.00034266696120016746
1173,4.557758536675015
1174,15.2086709728052
1175,0.00033515314922215805
1176,0.00033268492873199406
1177,156.6847468337561
1178,458.14037578637556
1179,506.4719769939412
1180,497.2386511475305
1181,554.7094185150551
1182,483.57189384564083
1183,365.5796624807273
1184,307.0699382351723
1185,323.11069338080966
1186,334.85956031996176
1187,294.3434407127006
1188,210.63767196430717
1189,188.56646388023418
1190,231.62752034952524
1191,224.10643545425157
1192,181.4543783373696
1193,219.31245526397348
1194,290.4410254376289
1195,447.8861243021186
1196,603.2940624439931
1197,427.16385809822134
1198,212.20288192634465
1199,83.35044863036947
1200,62.88679138402844
1201,142.24139617278476
1202,125.83460633447207
1203,67.5524121735035
1204,28.931877558470116
1205,19.397064438117543
1206,13.4452222852514
1207,107.69704602866577
1208,330.74869954522336
1209,419.76727670742673
1210,396.4857571143385
1211,332.4008550635821
1212,249.12232035945982
1213,155.15435053964768
1214,92.99211220170304
1215,58.670441816513794
1216,26.170895682306888
1217,9.013488614053715
1218,1.1883944157930708
1219,-1.6369161931830987
1220,-2.1031960419086086
1221,-1.817640880365551
1222,-3.2487043928627033
1223,-2.8568831646535457
1224,-3.4007622685280734
1225,-3.857975177926417
1226,-2.1989734301067787
1227,5.602829809024705
1228,30.865456408974836
1229,21.780026612198775
1230,10.641029412884196
1231,1.954355079679274
1232,-1.5608627184519075
1233,13.028163841119277
1234,6.324662838670105
1235,2.345749596894454
1236,61.75035145048337
1237,183.12801609635596
1238,134.7903490649006
1239,71.98588855264887
1240,25.769479742730457
1241,5.778970748690898
1242,5.139056500961801
1243,-0.7461519785112731
1244,-1.6307577886317257
1245,-3.193915746356763
1246,-3.9001437667303733
1247,-3.36379394403436
1248,-3.8436429948366704
1249,-3.6274906204524067
1250,2.098810581400937
1251,61.238524318246476
1252,170.0640819360196
1253,163.55489000591356
1254,231.14119870042137
1255,147.72282916784835
1256,74.72031768052072
1257,25.63374576353722
1258,5.860906549404421
1259,-1.645284144683334
1260,-3.7146387254863584
1261,-4.719788645343425
1262,-5.012807979282387
1263,-1.1299482885372982
1264,-6.127042419763209
1265,-0.7924832732144385
1266,5.6714870153978225
1267,10.622345906008476
1268,1.6866669282316566
1269,-0.6642905239748123
1270,-2.7304935663773393
1271,1.9201819196398968
1272,-5.795083087277504
1273,-6.385368194058623
1274,197.86591701282094
1275,159.5832906128317
1276,89.13912072093848
1277,32.792094669105296
1278,68.76029587940504
1279,169.46042827729946
1280,121.05691281674883
1281,80.89965782291888
1282,80.9311841509194
1283,50.600305430800084
1284,108.78326192188547
1285,73.23861209696096
1286,44.584538777220615
1287,42.54286530341207
1288,20.69468855284071
1289,7.473306306912797
1290,84.2774235953589
1291,66.26381564062899
1292,32.27666807244271
1293,8.019423815624148
1294,35.68308047384174
1295,24.95072578745972
1296,9.434434522319378
1297,0.3118427881493657
1298,60.36253064803562
1299,350.66947823552186
1300,277.01072832454696
1301,174.85219911545715
1302,110.82150424108748
1303,291.8219483357876
1304,236.16473354902044
1305,217.5156055642795
1306,119.0513281842573
1307,53.693385993324625
1308,18.15764889530563
1309,3.681893718494537
1310,-0.4538081992393177
1311,15.940855915053522
1312,9.08012968519249
1313,4.434812464016504
1314,0.6130519827792575
1315,-2.866690046890099
1316,-3.229034963070006
1317,-3.112796224646217
1318,-2.6719287861237793
1319,5.226363034737302
1320,29.868245062421742
1321,133.39839598552962
1322,188.89509987842965
1323,124.8619003913747
