dates,tmin, tmax, pluie, neige, soleil, een
1955-10-25,-5.5,-1.6,0.0,0.2,0.5,-1
1955-10-26,-6.1,1.1,0.0,0.1,0.5,-1
1955-10-27,-1.6,3.8,0.0,0.0,0.5,-1
1955-10-28,0.5,12.7,0.0,0.0,0.5,-1
1955-10-29,1.6,16.6,0.3,0.0,0.5,-1
1955-10-30,2.7,11.0,1.4,0.0,0.5,-1
1955-10-31,6.6,10.5,0.6,0.0,0.5,-1
1955-11-01,-3.3,11.0,0.1,0.0,0.5,-1
1955-11-02,-0.5,7.2,0.9,0.0,0.5,-1
1955-11-03,6.1,10.5,0.8,0.0,0.5,-1
1955-11-04,-0.5,0.0,0.0,0.0,0.5,-1
1955-11-05,-2.2,2.2,0.0,0.0,0.5,-1
1955-11-06,-2.2,4.4,0.0,0.0,0.5,-1
1955-11-07,1.1,3.3,0.1,0.0,0.5,-1
1955-11-08,-1.6,2.2,0.2,0.1,0.5,-1
1955-11-09,-1.6,1.6,0.0,0.1,0.5,-1
1955-11-10,-2.2,2.7,0.1,0.0,0.5,-1
1955-11-11,-1.6,4.9,0.1,0.0,0.5,-1
1955-11-12,2.2,6.6,0.0,0.0,0.5,-1
1955-11-13,-1.1,4.4,0.3,0.1,0.5,-1
1955-11-14,-2.7,2.2,0.0,0.0,0.5,-1
1955-11-15,-5.5,-2.7,0.0,0.0,0.5,-1
1955-11-16,-6.6,2.2,0.5,0.1,0.5,-1
1955-11-17,-6.1,-2.2,0.0,0.6,0.5,-1
1955-11-18,-6.1,-2.7,0.0,0.2,0.5,-1
1955-11-19,-7.7,-6.1,0.0,0.1,0.5,-1
1955-11-20,-9.4,-5.5,0.0,0.4,0.5,-1
1955-11-21,-8.8,-3.8,0.0,0.9,0.5,-1
1955-11-22,-8.8,-2.7,0.0,0.0,0.5,-1
1955-11-23,-12.7,2.2,0.2,0.2,0.5,-1
1955-11-24,-12.2,-2.7,0.0,0.4,0.5,-1
1955-11-25,-8.3,-6.1,0.0,0.0,0.5,-1
1955-11-26,-8.3,-4.9,0.0,0.1,0.5,-1
1955-11-27,-12.2,-2.7,0.0,0.2,0.5,-1
1955-11-28,-12.2,-1.1,0.0,0.7,0.5,-1
1955-11-29,-8.3,-3.8,0.0,1.4,0.5,-1
1955-11-30,-9.4,-4.4,0.0,0.3,0.5,-1
1955-12-01,-15.5,-7.2,0.0,0.1,0.5,-1
1955-12-02,-13.3,-2.2,0.0,0.7,0.5,-1
1955-12-03,-6.6,-3.3,0.0,0.1,0.5,-1
1955-12-04,-13.3,-1.6,0.0,1.7,0.5,-1
1955-12-05,-10.5,-9.4,0.0,0.0,0.5,-1
1955-12-06,-12.2,-11.0,0.0,0.0,0.5,-1
1955-12-07,-22.1,-8.8,0.0,0.1,0.5,-1
1955-12-08,-18.3,-7.2,0.0,0.3,0.5,-1
1955-12-09,-18.3,-7.7,0.0,0.1,0.5,-1
1955-12-10,-17.7,-12.2,0.0,0.7,0.5,-1
1955-12-11,-16.0,-5.5,0.0,0.3,0.5,-1
1955-12-12,-12.7,-3.8,0.0,0.2,0.5,-1
1955-12-13,-10.5,-5.5,0.0,0.4,0.5,-1
1955-12-14,-13.8,-2.2,0.0,0.3,0.5,-1
1955-12-15,-7.2,-6.1,0.0,0.5,0.5,-1
1955-12-16,-16.6,-11.0,0.0,0.3,0.5,-1
1955-12-17,-22.1,-5.5,0.0,0.5,0.5,-1
1955-12-18,-17.7,-13.8,0.0,0.1,0.5,-1
1955-12-19,-23.3,-16.0,0.0,0.0,0.5,-1
1955-12-20,-31.6,-22.7,0.0,0.0,0.5,-1
1955-12-21,-33.2,-24.4,0.0,0.0,0.5,-1
1955-12-22,-34.4,-21.0,0.0,0.0,0.5,-1
1955-12-23,-32.7,-18.3,0.0,0.2,0.5,-1
1955-12-24,-30.5,-2.7,0.0,0.3,0.5,-1
1955-12-25,-16.0,-11.6,0.0,0.1,0.5,-1
1955-12-26,-17.7,-13.3,0.0,0.1,0.5,-1
1955-12-27,-15.5,-10.5,0.0,0.0,0.5,-1
1955-12-28,-21.0,-8.3,0.0,0.1,0.5,-1
1955-12-29,-19.9,-7.7,0.0,0.8,0.5,-1
1955-12-30,-19.4,-16.0,0.0,0.1,0.5,-1
1955-12-31,-21.6,-17.7,0.0,0.1,0.5,-1
